Category,Headline,SubHeading,Link,isResult,isMaybe
OL,Axelsen besejrer sensation og er i finalen,"Viktor Axelsen er nu sikker på at kunne rejse hjem fra Tokyo med en medalje i bagagen. Spørgsmålet er bare, om det skal være guld eller sølv",,True,
OL,- Jeg vågnede op i nat med hjertebanken,Den danske badmintonstjerne Viktor Axelsen slog OL-sensationen Kevin Cordon fra Guatemala i to sæt i semifinalen,,True,
OL,Blume og kæresten i intenst kram - begge vandt medalje på 10 minutter,Inden for ti minutter lykkedes det kæresteparret Pernille Blume og franske Florent Manaudou at vinde to OL-medaljer til præmiehylden derhjemme,,True,
OL,Medaljevindere får frataget adgangskort til OL,"To atleter fra Georgien er blevet sendt hjem, efter at de fejrede medalje i judo ved at lege turister i Tokyo",,True,
OL,Simone Biles dropper endnu en OL-finale,Simone Biles har nu opgivet at deltage i øvelser på gulv. Hun kan fortsat nå bomkonkurrencen,,False,
OL,"Lettet Blume troede, medaljen var væk: - Jeg er virkelig stolt","Pernille Blume svømmede sin langsomste tid ved OL, men formåede alligevel at vinde en medalje",,True,
OL,Pernille Blume sikrer dansk OL-bronze,Den danske svømmestjerne Pernille Blume vandt medalje for andet OL i træk på favoritdistancen 50 meter fri,,True,
OL,Rivaler undrer sig over svensk stjerne: - Hvordan er det muligt?,"Tilbage i februar brækkede den olympiske mester Sarah Sjöström albuen, men mod alle odds er hun klar til på ny at kæmpe om OL-medaljer",,False,
OL,Hele Danmark holder med Axelsen - undtagen en enkelt mand i Vejle,Kevin Cordón har sendt hele Guatemala og en enkelt mand i Danmark i komplet ekstase. Søndag møder han Viktor Axelsen i OL-semifinalen,,False,
OL,Amerikaner ude af intensiv efter uhyggeligt uheld,"Faren til Connor Fields fortæller, at amerikaneren kan huske sin fødselsdag, og at han er i stand til at genkende folk",,False,
OL,Axelsen før OL-semi: - De folk skal jeg ikke snakke med,"Viktor Axelsen ligger nummer to på verdensranglisten, mens hans modstander ligger nummer 59. Umiddelbart har Kevin Cordon fra Guatemala kun ét våben",,False,
OL,Landstræner skifter rytter ud hos dansk guldhåb,"Julius Johansen er røget af 4000-meterholdet, selv om han sidste år var med til at sætte tre verdensrekorder",,False,
OL,Kristoffer Hari misser OL med en skade,Kristoffer Hari er ude af stafetholdets 4 x 100-meterløb ved OL i Tokyo med en skade,,False,
OL,Indskifter scorer hattrick - sender Spanien i semifinalen,"Rafa Mir scorede tre gange, da Spaniens fodboldherrer spillede sig videre til semifinalerne ved OL",,True,
OL,Flere danske OL-stjerner har fået hadbeskeder,En fejlaflevering på håndboldbanen eller en sløv indsats i et badmintonsæt kan afføde voldsomme reaktioner,,False,
OL,Guldvinder slår 33 år gammel olympisk rekord,"Elaine Thompson-Herah slog en olympisk rekord fra 1988, da Jamaica tog alle tre medaljer i 100-meterløbet",,True,
OL,Historisk dansker blev hylet ud af den,"Kojo Musah er stolt over, at han var en del af 100 meteren ved OL, men ærgrer sig over resultatet",,True,
OL,Sprinter ude af OL efter første danske deltagelse i 93 år,"Kojo Musah var et stykke fra sin danske rekord, da han løb 29. hurtigste tid i de indledende heats ved OL",,True,
OL,Djokovic trækker sig fra medaljekamp efter stor OL-nedtur,"Den serbiske verdensetter i tennis, Novak Djokovic, har efter sit nederlag i single trukket sig fra bronzekampen i mixed double senere på lørdagen",,True,
OL,Superstjerne dropper finaler på stribe - men alligevel er hun den største vinder,Gymnasten Simone Biles har på nuværende tidspunkt meldt fra til fire discipliner ved OL af mentale årsager,,False,
OL,Hansen slog vild rekord - men han har præsteret noget langt større,"Mikkel Hansen er nu den mest scorende spiller ved OL, men det er noget helt andet, der imponerer Henrik Møllgaard langt mere",,True,
OL,Norge skuffede stort - nu vil de bare undgå Danmark,Efter to nederlag i fire kampe er Norge presset i gruppespillet ved OL,,True,
OL,"Sara Slott blev bange, da kameraet filmede hende","Sara Slott løb sig sikkert i semifinalen, men er bevidst om, at hun skal løbe hurtigere for at nå finalen",,True,
OL,"- Den kommer til at gøre rigtig, rigtig ondt, siger Antonsen","Badmintonstjernen Anders Antonsen var foran i det afgørende sæt og kunne skimte OL-semifinalen. I stedet endte det med et nederlag, der gør ondt",,True,
OL,Antonsen ude af OL efter stort drama,"Anders Antonsen var tæt på at tage en af karrierens største sejre, men OL-kvartfinalen endte med nederlag til den indonesiske stjerne Anthony Ginting",,True,
OL,Superstjerne trækker sig fra flere OL-finaler,"Simone Biles er ikke med, når verdens bedste gymnaster jagter OL-guld i spring over hest og forskudt barre",,False,
OL,Axelsens store jubelbrøl: - Der ligger meget i det,"Verdens nummer to, Viktor Axelsen, vandt 21-13, 21-13 i sin kvartfinale ved OL",,True,
OL,OL-sensation i semifinalen: - Jeg er stadig et barn,"En af OL's største eventyrhistorier fortsætter, efter Kevin Cordón fra Guatemala spillede sig videre til semifinalen i badmintonturneringen",,True,
OL,Overlegen Blume i OL-finalen,Den forsvarende olympiske mester er i overlegen stil klar til finalen i 50 meter fri ved legene i Tokyo,,True,
OL,Axelsen flyver i semifinalen - møder OL-sensation,"For andet OL i træk er Viktor Axelsen klar til semifinalen, efter han i overbevisende stil slog verdens nummer 11",,True,
OL,Dopet sprinter smidt ud af OL før semifinalen,Blessing Okagbare er taget ud af kvindernes OL-semifinale i 100-meterløb efter at have benyttet væksthormon,,False,
OL,Sara Slott løber sig i OL-semifinalen,Sara Slott Petersen blev nummer tre i sit heat og er klar til OL-semifinalen på mandag,,True,
OL,Atleter revser russere for at være uærlige,Flere atleter beskylder russiske atleter for at deltage ved OL på uærlige vilkår,,False,
OL,Dansk reserve har endelig fået sin chance,"Emil Jakobsen har som reserve ventet tålmodigt på sin chance ved OL, men nu har han fået den, og fløjspilleren vil gøre alt for at gribe den",,False,
OL,"Hun efterlod et af klodens mindste lande i ekstase, da hun skrev OL-historie","33-årige Alessandra Perilli har skabt ekstase i republikken San Marino, efter hun vandt landes første OL-medalje",,True,
OL,Sara Slott frygter depression efter karrierestop,Sara Slott kan lørdag løbe sit sidste hækkeløb på topplan. Hun frygter en svær tid efter karrierestoppet,,False,
OL,Rikke Møller Pedersens verdensrekord slået,"Tatjana Schoenmaker slog Rikke Møller Pedersens otte år gamle verdensrekord, og det glæder danskeren",,True,x
OL,OL-sensationen trænes af sine venner og spiller for et bedre liv til familien,"Den 34-årige badmintonspiller Kevin Cordon har overrasket alt og alle ved OL. Lørdag spiller han kvartfinale, hvor han håber på at forlænge drømmen",,False,
OL,"- Jeg har det forfærdeligt, siger Djokovic efter knust OL-drøm","Novak Djokovics drøm om at vinde OL-guld i Tokyo brast, da han tabte semifinalen til Alexander Zverev fredag",,True,
OL,Mikkel Hansen er den mest scorende OL-spiller nogensinde,"Mikkel Hansen er nu den håndboldspiller, der har scoret flest mål ved OL nogensinde, og det er han beæret over",,True,
OL,- Han har jo nærmest revolutioneret håndboldspillet,TV 2 SPORTs håndboldekspert Bent Nyegaard giver karakterer til Danmarks spillere efter sejren over Portugal,,True,
OL,"- Det har været stolpe-ud, siger dansk OL-chef","Søren Simonsen er tilfreds med danskernes OL-præstationer hidtil, da de ikke kun skal måles på medaljer",,False,
OL,"- Jeg håber, at folk nyder det hjemme i stuerne","Nikolaj Jacobsen var godt tilfreds med den danske indsats mod Portugal, men mener fortsat, at de forsvarende olympiske mestre kan blive endnu bedre",,False,
OL,Dansk målmaskine tromler videre ved OL,Fire komfortable sejre ud af fire mulige. Det er status for de danske håndboldherrer ved OL i Tokyo efter en ny sejr på 34-28 over Portugal,,True,
OL,Blume åbner OL-forsvar i sikker stil,"Den forsvarende OL-vinder var tæt på at svømme i samme tid som for fem år siden, da hun vandt guld i Rio",,True,
OL,Djokovic misser gylden mulighed ved OL,Den serbiske tennisstjerne Novak Djokovic faldt helt sammen i sin OL-semifinale og tabte i tre sæt til tysker,,True,
OL,Landstræner flygtede fra Rindom for at hjælpe hende,"Sportschef roser Anne-Marie Rindom, selvom hun traf en forkert beslutning. ""En moden beslutning,"" kalder han det",,False,
OL,Sådan vinder Rindom OL-guld,"Selvom Anne-Marie Rindom på dramatisk vis måtte se sit forspring skrumpe gevaldigt ind fredag, har hun fortsat rigtig gode muligheder for OL-guld",,False,
OL,Rindom sønderknust: - Det er helt galt,Anne-Marie Rindoms store føring er skrumpet efter en dramatisk fredag på vandet i Tokyo. Hun kan dog stadig selv afgøre det søndag,,False,
OL,"Rindom i tårer - ude af sejlads, der kunne have sikret hende guldet",Det danske OL-guldhåb Anne-Marie Rindom udlever en mareridtsdag på vandet i Tokyo,,True,
OL,OL's første uge i billeder,Historiske medaljeoverrækkelser og demonstrationer er blandt nogle af ugens billeder fra OL i Tokyo,,False,
OL,Bevæget Sverri Nielsen stopper efter OL-skuffelse,"Mange færinger har fulgt Sverri Nielsen, og det knuste ham, at han måske havde spoleret nattefest i Thorshavn",,False,
OL,"Sverri Nielsen misser OL-medalje med 0,15 sekunder","Sverri Nielsen fik en suveræn start, men gik død til sidst og missede akkurat en OL-medalje",,True,
OL,Ekspert råder konkurrenter til at opgive at hente Rindom,"Anne-Marie Rindom har så stort et forspring på førstepladsen, at konkurrenterne bør fokusere på at sikre sig sølv og bronze, siger sejlsportsekspert",,True,x
OL,Så meget tjener en dansk guldvinder ved OL,"Det er meget forskelligt, hvordan OL-landene belønner deres medaljevindende OL-atleter",,False,
OL,OL-dansker bekræfter skade,TV 2 SPORTs håndboldekspert Bent Nyegaard krydser fingre for Lasse Andersson. Han betyder nemlig meget for defensiven og kontrafasen,,False,
OL,Axelsens store OL-gave: - Det er ikke raketvidenskab,"Viktor Axelsen har fået en væsentlig nemmere vej til en mulig OL-finale, hvis han når så langt. Han vil dog slet ikke kigge så langt frem",,False,
OL,Dansker trækker sig fra OL med skade,"Den danske løber Mette Graversgaard når ikke at deltage ved OL, fordi hun er blevet skadet. Hun var en del af det danske stafethold",,False,
OL,Antonsen gør Axelsen kunsten efter,Den danske herresinglespiller Anders Antonsen levede op til favoritværdigheden mod britiske Toby Penty,,True,x
OL,Danske bronzevindere skal under nålen,"Joachim Sutton og Frederic Vystavel får snart de ikoniske OL-ringe tatoveret, efter at de torsdag tog bronze",,True,
OL,Spansk stjerne misser resten af OL,"Den spanske profil Viran Morros kommer ikke til at spille mere ved OL, efter at han har pådraget sig en skade",,False,
OL,Indrømmelse fra dommere kom bag på norsk landstræner,Efter kampen mellem Norge og Argentina havde den norske landstræner Christian Berge en usædvanlig samtale med opgørets dommerpar,,False,
OL,Suveræn Axelsen er klar til OL-kvartfinale,Med en overbevisende sejr kan Viktor Axelsen gøre sig klar til at spille OL-kvartfinale på lørdag,,True,
OL,Rindom har kurs mod overlegent OL-guld,"Den danske sejler er så suveræn, at hun allerede kan sikre sig OL-guldet fredag, selvom disciplinen slutter søndag",,True,x
OL,Brød hulkende sammen: - Hårdt at snakke om,"Danmarks herredoublehåb ved OL, Kim Astrup og Anders Skaarup, var få point fra en OL-semifinale. Selv kalder de det en karrieredefinerende kamp",,True,
OL,Dansk double få bolde fra OL-overraskelse,"Kim Astrup og Anders Skaarup startede fremragende, men tabte en tæt kvartfinale til Kinas bedste par",,True,
OL,"Dansk forvirring med mållinjen - sikrede medaljen med 0,55 sekunder","Joachim Sutton og Frederic Vystavel var usikre på, om den canadiske båd havde overhalet dem til sidst",,True,
OL,Blume gik imod råd fra trænere og svømmede OL-semifinale,Hverken Signe Bro eller Pernille Blume klarede sig videre fra semifinalen i 100 meter fri ved OL i Tokyo,,True,
OL,Maja Jager ryger ud af OL,Den danske bueskytte Maja Jager er færdig ved OL efter et nederlag til russer i 16.-delsfinalen,,True,
OL,Sverri Nielsen sikrer sig dansk finaleplads,Med en andenplads i sin semifinale er roeren Sverri Nielsen klar til finalen i singlesculler ved OL i Tokyo,,True,
OL,Trist Blichfeldt blev sin egen værste fjende i OL-exit,Efter Mia Blichfeldts nederlag i damesingle er der kun danske herrespillere tilbage i badmintonturneringen,,True,
OL,Debutanter sikrer Danmarks anden OL-medalje,Aldrig før har roerne Frederic Vystavel og Joachim Sutton deltaget ved et OL. Nu har makkerparret sørget for dansk metal,,True,
OL,Stjerne forlænger karrieren efter OL-sølv,Den hollandske cykelrytter Tom Dumoulin er ikke færdig med at køre på cykel. Det understregede han efter sin andenplads ved OL i enkeltstart onsdag,,True,
OL,Asgreens sats slog fejl: - Det kom jeg så ikke godt ud af,"Kasper Asgreen viste sig flot frem på de to enkeltstarter i Tour de France, men det blev ikke til mere end en syvendeplads ved OL i disciplinen",,True,
OL,Derfor spiller danske stjerner ikke i rødt og hvidt til OL,"Doublespillerne Kim Astrup og Anders Skaarup samt herresinglen Anders Antonsen er alle videre ved OL, men det bliver ikke i rød-hvide farver",,True,
OL,Russer rasende over OL-forhold - nu reagerer arrangører,"Daniil Medvedev kæmpede sig videre til kvartfinalen i tennisturneringen ved OL, men det var ikke uden besvær i den japanske varme",,True,
OL,Strikse OL-regler giver landstræneren to muligheder,"Nikolaj Jacobsen skal ikke vente for længe med at skifte ud i truppen, hvis Lasse Andersson eller en anden spiller bliver alvorligt skadet under OL",,False,
OL,Tæt på medalje - sådan gik det danskerne onsdag,"En lang række danske atleter var onsdag i aktion ved OL, men det forblev uden en medalje - selvom det var tæt på",,True,
OL,"Stjernens chokexit er en enorm fordel for Axelsen, siger ekspert","Verdens nummer et i badminton Kento Momota er ikke længere en del af de Olympiske Lege, og det er en stor fordel for danske Viktor Axelsen",,True,
OL,Superstjerne sensationelt ude af OL,"Sydkoreaneren Heo Kwang-hee nedlagde Kento Momota, og den topseedede spiller er ude af OL efter gruppespillet",,True,
OL,"- Det føles fantastisk, siger Dufour trods misset medalje","Det var tæt på, at Cathrine Dufour bragte en OL-medalje hjem til Danmark, men det glippede akkurat til sidst",,True,
OL,Upassende kommentar fanget på direkte tv under OL-enkeltstart,Patrick Moster har efter onsdagens enkeltstart været ude og undskylde sine upassende udbrud,,False,
OL,Dansker ender akkurat uden for OL-medaljerne,For fem år siden ved legene i Rio ville Cathrine Dufour score have rakt til en bronzemedalje. Det skete dog desværre ikke onsdag,,True,
OL,Blume overvejer at droppe OL-semifinale,"Pernille Blume er som ventet klar til OL-semifinalen i 100 meter fri, hvor hun får selskab af Signe Bro. Hvis Blume stiller til start",,False,
OL,Axelsen og Antonsen er sikkert videre,Viktor Axelsen og Anders Antonsen vandt begge deres afsluttende gruppekampe uden besvær og er i knockoutfasen,,True,
OL,"Spøjs situation opstod, da Asgreen blev overhalet af Roglic","Den danske enkeltstartsspecialist Kasper Asgreen startede halvanden minut foran slovenske Primoz Roglic, men danskeren måtte se sig overhalet",,False,
OL,Danske medaljefavoritter går ind til OL i uvished,"De regerende verdensmestre stiller op til OL som store favoritter i banecykling, men coronapandemien har gjort forberedelserne svære",,False,
OL,Roglic smadrer alt - Asgreen misser medalje,"Ingen kunne true Primoz Roglic på herrernes OL-enkeltstart, hvor Kasper Asgreen blev nummer syv",,True,
OL,Biles trækker sig fra endnu en finale,"Det Amerikanske Gymnastikforbund skal bruge de næste dage på at finde ud af, om hun er klar til at deltage i de kommende discipliner",,False,
OL,"Alt gik galt for ""vanvittigt skuffede"" danskere","Den danske dametoer fik aldrig samarbejdet til at fungere under OL, der endte i stor frustration",,True,
OL,Landins fravær betød intet - perfekt dansk OL-morgen,"TV 2 SPORTs håndboldekspert Bent Nyegaard giver karakterer til Danmarks spillere efter sejren på 31-21 over Bahrain, hvor en skade bekymrer eksperten",,True,
OL,"- Det var bare lort, lort, lort, siger skuffet OL-dansker","Den danske mester i enkeltstart formåede ikke at leve op til sine egne forventninger ved OL, hvor hun sluttede som nummer 17 ud af 25 startende",,True,
OL,Blichfeldt klar til OL-brag mod verdensmesteren,Mia Blichfeldt havde heller ikke problemer mod erfaren bulgarer og er klar til hård OL-ottendedelsfinale,,True,
OL,Kedelige billeder - Lasse Andersson hjulpet fra banen,"Lasse Anderssons ankelskade er ikke nødvendigvis så slem, som den kunne se ud, fortæller Nikolaj Jacobsen",,False,
OL,Danmark buldrer videre ved OL,Efter en svag første halvleg spillede Danmark sig op og slog Bahrain med ti mål i OL's gruppespil,,True,
OL,"Tårerne flød, da kræftramt spanier takkede af","Der var tårer og gråd, da Carla Suárez Navarro havde spillet sin sidste tenniskamp ved de olympiske lege i Tokyo",,False,
OL,Stor dansk OL-dag i vente - få overblikket her,En lang række danske sportsstjerner skal onsdag i aktion ved OL. Her følger programmet,,False,
OL,Specialist spår Asgreen store chancer for OL-medalje,"Som forsvarende DM-vinder i enkeltstart er der store forventninger til Kasper Asgreen, når han skal i kamp mod uret på OL-enkeltstarten",,False,
OL,Her er de vigtigste starttider til OL-enkeltstarten,"To danskere skal i kamp mod uret, når OL-enkeltstarten afvikles onsdag i et felt med et overvæld af specialister",,False,
OL,OL's Mike Tyson? Bokser bider efter modstander,En marrokansk bokser var tæt på at blive berømt og berygtet i den første kamp ved OL,,False,
OL,Stjerne bekræfter mentale udfordringer - trak sig fra OL-finale,"Det var ikke på grund af en skade, at amerikanske Simone Biles forlod halgulvet tirsdag. Hun ville ikke sætte sit mentale helbred over styr",,False,
OL,Sådan gik det OL-danskerne tirsdag,"Flere danskere har været i aktion ved OL denne tirsdag. Her får du et overblik over, hvordan det er gået dem",,False,
OL,Danmark misser OL-medalje,"Danmark kæmpede bravt ved OL-finalen for hold i dressur, men måtte se sig slået af bedre nationer. De tre danskere endte på en samlet fjerdeplads",,True,
OL,Simone Biles trækker sig fra OL-finale,"Det amerikanske gymnastikforbund skriver, at det er uvist, om Simone Biles kan komme i aktion igen under legene",,False,
OL,Mistede mulig førsteplads: - Andre havde ladet løbet fortsætte,Jakob Precht Jensen og Jonas Warrer måtte se en mulig topplacering fordufte. I omstarten blev de nummer seks i den første 49'er-sejlads ved OL,,True,
OL,OL-vagt flår verdensmester af cyklen,Anna van der Breggen havnede i fejlagtig unåde hos vagterne på det olympiske cykelanlæg,,False,
OL,"OL-dansker i tårer over ""knust drøm""",For andet OL i træk sluttede Jonathans Groths OL i tredje runde,,True,
OL,"OL-historie: Schweiz, Schweiz, Schweiz","Schweiziske mountainbikeryttere tog sig af guld, sølv og bronze ved OL. Danskere blev nummer 12 og 13",,True,
OL,Skuffet OL-dansker er færdig,"Den danske bordtennisspiller var godt med i hele kampen, men blev alligevel slået i fire sæt af Simon Gauzy",,True,
OL,Rindom på OL-guldkurs efter god dag,To gode sejladser tirsdag har sendt Anne-Marie Rindom helt i front af kvindernes Laser Radial ved OL,,True,x
OL,Nerver og 'mange tanker' bag dansk OL-fiasko,"Både Maiken Fruergaard og Sara Thygesen var stærkt hæmmet af nerver, da de skuffede mod et australsk par",,True,
OL,Japansk storfavorit slået ud af OL,Tennisstjernen Naomi Osaka er højst overraskende ud af OL,,True,
OL,Skidt start sender dansk duo ud af OL,Steffen Olsen og Anna Skade Nielsen er ude af OL i 10 meter riffel for hold efter første kvalifikationsrunde,,True,
OL,Danmark spiller klokken 9 - og det bliver en udfordring for Gidsel,"Døgnrytmen skal ændres i væsentlig grad, når de danske håndboldherrer i næste gruppekamp skal spille allerede klokken 9 om morgenen",,False,
OL,Dansk herredouble er videre med andenplads,Anders Skaarup og Kim Astrup fik slag af japanerne Endo og Watanabe og skal rejse sig inden kvartfinalen,,True,
OL,Danskere ude af OL efter kæmpe skuffelse,Maiken Fruergaard og Sara Thygesen skuffede fælt i sidste gruppekamp mod et australsk par og er færdig ved OL,,True,
OL,Lærke Marie Olsen ude af OL efter golden score,"Det blev kun til én kamp ved OL for judokæmperen Lærke Marie Olsen, som blev besejret efter golden score",,True,
OL,OL-atleter advares om brud på krammeregler,"Under OL er det forbudt for atleter at kramme, når de er på podiet. Flere har forbrudt sig mod reglerne. Nu bliver der givet en løftet pegefinger",,False,
OL,Muligheder for mere dansk succes - her er tirsdagens program,For de morgenfriske er der danskere i action tirsdag. Og op ad formiddagen kan Danmark måske også vinde den anden medalje ved OL,,False,
OL,"Var ""sønderknust"" - nu stråler Uttrup af overskud",Cecilie Uttrup Ludwig er tilbage efter skuffelsen i Giro d'Italia og glæder sig til at få OL-debut på søndag,,False,
OL,Samlet hold står bag formsvag Fuglsang,Landstræner Anders Lund og tre holdkammerater tror alle på Jakob Fuglsangs chancer i lørdagens linjeløb ved de olympiske lege i Tokyo,,False,
OL,Yderligere tre atleter er smittet med corona,"Mindst 19 personer, som er involveret i OL i Tokyo, er testet positive for coronavirus. Tre af dem er atleter",,False,
OL,Stjerner er tilbage efter 500 dage i glemmebogen - men de imponerer ikke,"For første gang i knap 500 dage vender de kinesiske badmintonstjerner tilbage i konkurrence, når OL serves i gang denne weekend",,False,
OL,Dansk medaljehåb ror sig sikkert i kvartfinalen,Sverri Nielsen havde som ventet ingen problemer med at ro sig videre fra indledende heat natten til fredag,,True,
OL,Norsk OL-rytter får motivationsboost af Vingegaard,Jonas Vingegaards holdkammerat Tobias Foss lader sig inspirere af danskerens andenplads i Tour de France,,True,x
OL,Her er Danmarks bedste chancer for guld ved OL,"Danmark har sendt 111 atleter til OL i Tokyo. Her får du overblikket over, hvor der er størst chance for dansk guld",,True,
OL,Dansk stjerne står til at misse de første kampe,"Morten Olsen døjer med en skade, og derfor er det ikke sikkert, at han kommer i spil i de første par kampe ved turneringen",,False,
OL,OL i Tokyo er forfulgt af uheld og skandaler,"De Olympiske Lege skydes efter planen i gang fredag - et år senere end planlagt. Få et overblik over de mange problemer, der har spændt ben for OL",,False,
OL,Stjerne plagede sin klub om OL-deltagelse - skrev historie på 23 minutter,Richarlison blev den første Premier League-spiller i historien til at score et hattrick ved de olympiske lege,,True,
OL,Første OL-dansker i aktion ror for to nationer,"Sverri Nielsen er den første dansker, der skal i aktion ved OL i Tokyo. Medaljehåbet ror natten til fredag",,False,
OL,"OL-medalje vil være ubeskriveligt, siger dansk bueskytter","Bueskytten Maja Jager, der blev verdensmester i 2013, er blandt de to første danskere i aktion ved OL i Tokyo",,False,
OL,"Blume og Ottesen føler med landsmænd, der fik OL-drøm knust","Tre danske svømmere er ikke kommet med til De Olympiske Lege i Tokyo, da de ikke levede op til obligatoriske b-kravtider",,True,
OL,Spanske stjerner skadet i forfærdelig OL-debut,Et stjernespækket spansk OL-mandskab fik en mareridtsstart ved legene i Tokyo mod Egypten,,False,
OL,Nikolaj Jacobsens store OL-bekymringer er blevet til glæde,"De danske håndboldherrer har vundet begge optaktskampe til OL, men der var stor forskel på danskernes niveau i de to kampe",,True,
OL,Rørt Ottesen kommer til at græde på lørdag,Jeanette Ottesen deltager i Tokyo i sit femte OL. Undervejs er hun blevet mor og mange tvivlede på hende,,False,
OL,"Et kæmpe tab for OL, men en lille fordel for os, siger Axelsen",Den danske stjerne strålede af overskud til pressemødet og er glad for forholdene i OL-lejren trods restriktioner,,False,
OL,Afrikansk land holder sig væk fra OL,Guineas regering har truffet beslutningen,,False,
OL,OL-chef er fyret for at have gjort grin med Holocaust,Under en tidligere optræden har den nu tidligere direktør gjort grin med Holocaust,,False,
OL,Danske OL-heste ramt af jetlag,De danske dressurheste har brugt nogle dage på at vænne sig til den nye døgnrytme efter flyveturen til Japan,,False,
OL,OL-følelsen er væk for dansk medaljehåb,"Skeetskytten Jesper Hansen savner den olympiske stemning, han har oplevet under OL i Rio og London",,False,
OL,Tyfon tvang håndboldherrerne til at ændre planer,De danske håndboldherrer ankom tidligere end planlagt til OL-byen. Landstræner Nikolaj Jacobsen glæder sig dog på bagkant over ændringerne i planerne,,False,
OL,Amerikaner undskylder efter sammenligning med Nazi-Tyskland,"En frivillig fra den amerikanske OL-delegation undskylder, at hun sammenlignede de japanske coronaprotokoller med Nazi-tyskland",,False,
OL,OL i Tokyo kan blive varmeste nogensinde,"De olympiske lege i Tokyo kan sandsynligvis blive det OL, hvor atleterne kommer til at svede mest, fordi der både er varmt og fugtigt i Japan",,False,
OL,Topsprinter får 12 måneders karantæne før OL,VM-bronzevinderen Alex Quiñonez er blevet idømt 12 måneders karantæne og kommer umiddelbart ikke til OL,,False,
OL,Døvblind atlet dropper legene i Tokyo - nægtet hjælp og personlig pleje,"Den tredobbelte amerikanske PL-guldvinder Becca Meyers har tirsdag oplyst, at hun alligevel ikke deltager ved De Paralympiske Lege i Tokyo",,False,
OL,Her er de fem nye sportsgrene ved årets OL,"Skateboarding er blandt de nye sportsgrene. Én dansker er med, og selvom han ikke synes, konkurrencedelen må fylde for meget, glæder han sig",,False,
OL,Danmark slår Frankrig i OL-test,Danmarks herrelandshold i håndbold varmede op til OL med en sejr på 33-28 over Frankrig,,True,
OL,Yderligere fire atleter har fået corona før OL-åbning,"En hollandsk skater, en chilensk taekwondokæmper, en britisk skytte og en tjekkisk bordtennisspiller misser OL",,False,
OL,"- Det irriterer mig, siger Jacobsen om særligt ""syndrom""","Nikolaj Jacobsen håber, at han kan få herrelandsholdet i håndbold til at præstere ved to turneringer i træk",,False,
OL,Svømmere er rasende og kede af det - fejl spolerer OL-drømmen,Den danske 4x200 meter-holdkap hos kvinderne kommer ikke til OL alligevel. Direktøren i Dansk Svømmeunion forstår ærgrelsen,,False,
OL,Brasiliansk fodboldikon scorer for femte OL i træk,35-årige Marta Vieira da Silva scorede onsdag for femte OL i træk et mål for Brasilien,,True,
OL,"Nu vil Dani Alves have den sidste medalje, han mangler","38-årige Dani Alves får OL-debut, når han sammen med Brasilien skal deltage i fodboldturneringen",,False,
OL,"Norsk stjerne forlader OL, før det hele er begyndt","Norges håndboldlandshold må undvære en af deres største profiler til OL-kampene, da Gøran Johannessen er draget hjem få dage før åbningskampen",,False,
OL,"- Helt vildt stort, siger første danske OL-sprinter i 93 år",Danmarks hurtigste mand bliver den første dansker i 93 år til at deltage i mændenes 100 meter sprint ved de olympiske lege,,False,
OL,Bjørn løs ved OL-kamp,Japans kvindehold i softball vandt onsdag 8-1 over Australien trods bjørnejagt før OL's første begivenhed,,True,
OL,Dansk OL-chef er ikke bekymret for aflysning,"Den danske OL-lejr oplever, at der er rigtig godt styr på smitteopsporing og nærkontakter til de smittede",,False,
OL,Forsvundet ugandisk OL-vægtløfter er fundet,"Den savnede ugandiske vægtløfter Julius Ssekitoleko, som var stukket af, er fundet af japansk politi",,False,
OL,"OL kan blive aflyst, siger øverste chef",En aflysning af legene i 11. time kan blive aktuelt efter flere og flere smittetilfælde i OL-byen,,False,
OL,Her er de danske OL-deltagere,Danmark tager flest cykelryttere med skarpt forfulgt af atletikudøvere og håndboldspillere,,False,
OL,"- Det er vemodigt, siger Sara Slott om karrierestop","Sara Slott Petersen er forsvarende OL-sølvvinder. Derudover går hun ind til legene med bevidsthed om, at det bliver hendes sidste løb på topplan",,False,
OL,Tjekkisk atlet frikendes for doping og er klar til OL,Kapgængeren Anezka Drahotova blev i 2018 mistænkt for doping efter uregelmæssigheder i hendes biologiske pas,,True,
OL,Seks svømmere forlader OL efter brøler,"Polen havde udtaget for mange svømmere til OL i Tokyo, og seks af dem er nu blevet tvunget hjem",,False,
OL,Store OL-forhåbninger til Asgreen efter topresultat,"OL-ruten på enkeltstarten er ikke så hård, at specialisterne ikke kan komme i spil, og blandt andet derfor har landsholdet stor tro på Kasper Asgreen",,False,
OL,Landsholdet krydser fingre for syg Fuglsang,"Dagen efter sit maveonde, der førte til Tour de France-exit, er Jakob Fuglsang ankommet til Tokyo, hvor han skal køre OL i linjeløb på lørdag",,False,
OL,Endnu to atleter i OL-byen er testet positive,En spiller fra det tjekkiske beachvolleyball-hold og en amerikansk gymnast har afleveret positive coronatest,,False,
